序号,英文,中文释义,,
2051,misconception,误解，错误的看法,,
2052,unrelenting,无休止的，毫不放松的，坚定不移的,,
2053,vice versa,反之亦然,,
2054,devolve,移交，转移，逐渐恶化，逐渐退化,,
2055,impetuous,急躁的，鲁莽的，冲动的,,
2056,bagatelle,琐事，轻松的事,,
2057,replicate,复制，仿制，制作副本,,
2058,detest,厌恶，讨厌，憎恶,,
2059,detestation,厌恶，讨厌，憎恶,,
2060,girth,围长，腰围,,
2061,sentiment,观点，看法，态度，情绪,,
2062,sentimental  ,多愁善感的，伤感的,,
2063,fallacious,谬误的,,
2064,fallibility,容易出错，可能出错,,
2065,obligation,义务，责任,,
2066,obligatory ,有义务的，必须的，强制性的,,
2067,resonate,产生共鸣,,
2068,imperative,至关重要的事，迫在眉睫的事,,
2069,appurtenance,附加物，附带的东西,,
2070,spin,曲解，歪曲，有利于自己的理解，旋转,,
2071,merchandise,商品，货物,,
2072,aspire,渴望，有志向,,
2073,deviate,背离，偏离,,
2074,deviation,背离，偏离,,
2075,compulsory,强制的，强迫的,,
2076,compulsive,忍不住的，强迫症一样的,,
2077,jettison,丢弃，扔掉,,
2078,well-being,幸福，安康,,
2079,retroactive,有追溯力的，溯及既往的,,
2080,bypass,回避，避开,,
2081,humanitarian,人道主义的,,
2082,self-knowledge,自知，自知之明,,
2083,shoulder,担负，承担,,
2084,biotic,生命的，生物的,,
2085,overreach oneself,做力所不能及的事，自不量力,,
2086,hybrid,混合的,,
2087,coalesce,联合，合并,,
2088,conform,相似，一致，符合,,
2089,conformity,遵守传统，服从规范,,
2090,indolent,懒惰的,,
2091,indolence,懒惰，怠惰，好逸恶劳,,
2092,nutrient,营养品，滋养物，食物,,
2093,placid,宁静的，平静的,,
2094,confused,混乱的,,
2095,meteoric,极快的，飞一般的,,
2096,mien,外表，样子,,
2097,repackage,重新包装，重新装饰…的外表,,
2098,mobility,流动性，移动性,,
2099,perceive,感知，感觉，察觉,,
2100,perceptive ,感知力强的，有洞察力的,,
2101,perceptible,可察觉到的，看得出来的,,
2102,unwonted,不寻常的,,
2103,wont,倾向于…的，易于…的,,
2104,encode,编码,,
2105,incentive,动机，激励，刺激,,
2106,shrewd,机灵的，敏锐的，精明的,,
2107,hodgepodge,混杂，大杂烩,,
2108,dire,严重的，紧急的，危急的,,
2109,recount,叙述，讲述,,
2110,simultaneous,同时发生的，同时存在的，同时进行的,,
2111,magnanimity,宽宏大量,,
2112,profound,巨大的，深远的，极为强烈的,,
2113,cumulative,累积的，渐增的,,
2114,rhetoric,华丽的辞藻，浮夸的言辞,,
2115,obeisance,尊敬，敬意,,
2116,project,预测，预计，估计，投影，投射,,
2117,projection ,预测，推测，估计,,
2118,flagrant,公然的，罪恶昭彰的,,
2119,polish,优雅，典雅,,
2120,tyrant,暴君似的人，暴虐的人，专横的人,,
2121,quotidian,日常的，普通的，平凡的,,
2122,lavish,非常大方的，极为慷慨的，浪费的,,
2123,noticeable,值得注意的，重要的,,
2124,warrant,使合理，使应该，使有必要,,
2125,unwarranted,不合理的，没有依据的,,
2126,scarce,缺乏的，不足的,,
2127,scarcity,缺乏，不足,,
2128,functional,实用的,,
2129,munificent,慷慨的,,
2130,crack,破译，破解,,
2131,proscribe,禁止,,
2132,proscription,禁止,,
2133,proscriptive,禁止的,,
2134,participant,参加者，参与者,,
2135,pleasantry,小笑话,,
2136,involuntary,不由自主的，无意识的，本能的,,
2137,qualify,是具有资格，加以限制条件使之变得不绝对，限定，削弱,,
2138,unqualified ,无条件的，无保留的，完全的,,
2139,qualification,限制，保留条件，限定条件,,
2140,plausible,合理的，说得通的,,
2141,implausible ,不合理的，不令人信服的,,
2142,whim,突然产生的念头，异想天开的念头，头脑发热,,
2143,whimsical  ,心血来潮的，头脑发热的,,
2144,obtuse,愚蠢的,,
2145,fluctuation,波动，起伏,,
2146,urbane,有礼貌的，彬彬有礼的，温文尔雅的,,
2147,suggestive,提示的，暗示的，引起联想的,,
2148,benevolent,善意的，善良的,,
2149,benevolence,善意，善良,,
2150,milieu,背景，社会环境,,
2151,belie,掩盖，掩饰，反驳，与……相矛盾，证明……是错的,,
2152,soothe,减轻，缓和,,
2153,spur,刺激，激励，鼓舞,,
2154,virgin,未开发的，未经使用的,,
2155,characterize,是……的典型特点，描述,,
2156,characteristic,特有的，独特的，典型的,,
2157,uncharacteristic,反常的，与典型情况不同的,,
2158,innovation,创新,,
2159,innovative,创新的，新颖的,,
2160,precocity,提早发育，早熟,,
2161,dour,阴郁的，抑郁的，闷闷不乐的,,
2162,exasperate,激怒，使极为恼火,,
2163,exasperation,愤怒，极为恼火,,
2164,exalt,颂扬，高度赞扬,,
2165,tepid,不热烈的，不热情的,,
2166,covert,秘密的，隐蔽的,,
2167,voluble,健谈的，滔滔不绝的,,
2168,roil,使激动，使混乱，使不安，被搅动，翻滚，翻腾,,
2169,unassailable,不可反驳的，无懈可击的,,
2170,opportune,适时的，时机恰到好处的,,
2171,proselytizer,提倡者，主张者,,
2172,wherewithal,资金，手段，设施等,,
2173,obtrusive,碍眼的，过于显眼的,,
2174,slacken,变缓慢，变弛缓，减弱,,
2175,documentary,纪录片的，纪实的，纪录片,,
2176,undocumented,没有记录的，没有证明的,,
2177,fiery,易怒的，暴躁的,,
2178,warehouse,仓库,,
2179,vista,美景，风景,,
2180,repulse,使极度反感,,
2181,burdensome,艰难的，繁重的,,
2182,imperial,雄伟的，宏大的,,
2183,imperialist,帝国主义的,,
2184,imperious,专横的，傲慢的，盛气凌人的,,
2185,eccentric,古怪的,,
2186,eccentricity,古怪，怪癖,,
2187,carnivore,食肉动物,,
2188,issue,发放，提供，提出，公开，发表,,
2189,impasse,僵局,,
2190,diverge,分歧，观点相异,,
2191,proprietary,私有的，专有的,,
2192,querulous,抱怨的，爱发牢骚的，爱发脾气的,,
2193,skirt,绕开，避开,,
2194,compensate,补偿，弥补,,
2195,mainstay,支柱，主要依靠,,
2196,pedant,学究，书呆子，过分关注细节或喜欢卖弄学问的人,,
2197,pedantic,学究气的,,
2198,fence,束缚，限制,,
2199,stale,陈腐的，过时的，没有新意的,,
2200,scrupulous,细致的，一丝不苟的，道德上严于律己的，极为正直的,,
2201,pretext,借口，托词,,
2202,awareness,意识，认识，知道,,
2203,novel,新的，新颖的，新奇的,,
2204,novelty ,新颖，新奇,,
2205,compunction,内疚，良心的责备，悔恨,,
2206,accede,答应，同意,,
2207,rationale,理由，依据，背后的理由,,
2208,rationalize,使合理，为……辩解,,
2209,decode,破译，解码,,
2210,advocate,拥护，提倡，主张，拥护者，提倡者,,
2211,advocacy ,拥护，提倡，主张,,
2212,stagnate,不发展，停滞,,
2213,stagnation,不发展，停滞,,
2214,supplant,取代，代替,,
2215,bankruptcy,破产,,
2216,myriad,无数，极大数量,,
2217,betray,显露，显示,,
2218,litigation,诉讼,,
2219,far-reaching,深远的，广泛的,,
2220,cluster,聚集，集中，簇，团，群,,
2221,adversary,对手，敌人,,
2222,adversarial ,敌对的，对立的，反对的,,
2223,distinguished,卓越的，杰出的，德高望重的,,
2224,mechanistic,机械般的，没有思想的,,
2225,bar,阻止，禁止,,
2226,barring,除非有……，如果没有……,,
2227,kindred,亲戚，亲属,,
2228,acumen,敏锐，聪明,,
2229,didactic,说教的，道德教育的,,
2230,didacticism,说教,,
2231,diminish,减少，减小，缩减，降低,,
2232,convulsion,震动，动乱，灾变,,
2233,justify,证明…正当或合理，为…提供理由,,
2234,justification,理由，合理性,,
2235,justified  ,合理的，正当的，有理由的,,
2236,afresh,重新,,
2237,spurious,假的，伪造的，欺骗性的,,
2238,hubris,傲慢，自大,,
2239,hubristic,傲慢的,,
2240,err,犯错误，出差错，不犯错误的，不出差错的,,
2241,unerring,不犯错误的，不出差错的,,
2242,errant,犯错误的，出格的,,
2243,erroneous,错误的，不正确的,,
2244,erratic,不稳定的，不规则的，不可靠的,,
2245,tantalize,逗引，撩拨，使干着急,,
2246,primate,灵长目动物,,
2247,quixotic,不切实际的，空想的,,
2248,greet,对待，对……做出反应,,
2249,magisterial,专横的，傲慢的，盛气凌人的,,
2250,controversy,争议,,
2251,controversial ,引起争议的，有争议的,,
2252,oversee,监视，监督，监管,,
2253,gloat,沾沾自喜，幸灾乐祸,,
2254,strip,脱光…的衣服，去掉……的覆盖物,,
2255,courteous,彬彬有礼的,,
2256,anomaly,反常的事物，异常的现象,,
2257,anomalous  ,反常的，异常的,,
2258,marginal,边缘的，边缘地区的，不重要的，微不足道的,,
2259,escalate,逐步上升，逐步增强，逐步扩大,,
2260,timely,及时的，适时的,,
2261,hackneyed,陈词滥调的，毫无新意的,,
2262,plunder,劫掠…的财物，对…大肆洗劫，掠夺,,
2263,awash,充沛的，充斥的，泛滥的,,
2264,concoct,编造，设计,,
2265,quip,机智幽默的话，俏皮话,,
2266,benighted,愚昧无知的,,
2267,setback,挫折，倒退，失败,,
2268,fret,苦恼，烦躁，发愁,,
2269,extinguish,熄灭，扑灭,,
2270,evanescent,短暂的，转瞬即逝的,,
2271,compatible,兼容的，能和谐共处的,,
2272,infuriating,使人十分生气的，令人大怒的,,
2273,dignified,庄严的，高贵的,,
2274,mightily,在很大程度上，非常，极其,,
2275,comity,礼貌，礼让,,
2276,illuminate,阐明，解释，启发,,
2277,immerse,沉浸在，专心于,,
2278,dwarf,使相形见绌，超过,,
2279,orthodox,正统的，正宗的，传统的,,
2280,blithe,欢乐的，愉快的，漫不经心的，毫不在意的，不负责任的,,
2281,seditious,煽动叛乱的,,
2282,posit,假定，提出，认为,,
2283,encyclopedic,百科全书般的，知识广博的,,
2284,innate,天生的，固有的,,
2285,covet,贪求，觊觎，垂涎,,
2286,equivocal,模棱两可的，含糊其辞的,,
2287,noteworthy,值得注意的，显著的,,
2288,notable,值得注意的，显著的,,
2289,malign,污蔑，诽谤，中伤,,
2290,deprecate,反对，不支持,,
2291,deprecatory,反对的，不支持的,,
2292,self-deprecating,自我贬低的，自嘲的,,
2293,revelation,新发现，出人意料的发现,,
2294,unidimensional,肤浅的，缺乏深度的,,
2295,legitimate,合法的，正当合理的，合情合理的，使合法，使合理,,
2296,legitimacy  ,合法，合理,,
2297,endure,忍耐，忍受,,
2298,endurance ,耐力，忍耐力,,
2299,enduring,持久的，持续的,,
2300,rudimentary,粗糙的，简陋的，不发达的,,
2301,dissimilar,不同的，不相似的,,
2302,straightforward,简单的，直观的，不复杂的，坦率的，直截了当,,
2303,generative,生产的，繁殖的,,
2304,degeneracy,恶化，退化,,
2305,degenerative,退化的，恶化的,,
2306,specificity,具体，明确,,
2307,selective,精挑细选的，挑剔的,,
2308,wide-ranging,范围大的，广泛的,,
2309,personality,性格，个性,,
2310,peer,同类人，相当的人,,
2311,heighten,提高，加强,,
2312,novice,新手，初学者,,
2313,demonstrable,明显的，显而易见的,,
2314,decline,衰落，衰退，质量变低，谢绝，拒绝，婉拒，减小，衰落，下降,,
2315,predictable,可预测的，毫无新意的，老套的，意料之中的,,
2316,unpredictable,无法预测的,,
2317,unpredictability ,无法预测,,
2318,predictive,预测的,,
2319,indeterminate,不确定的，不明确的,,
2320,forbearance,克制，忍耐,,
2321,admirable,值得尊敬的，值得欣赏的,,
2322,identify,认同，同情，认可,,
2323,apt,合适的，恰当的,,
2324,inhibit,限制，抑制,,
2325,guarded,有保留的，谨慎的,,
2326,discontinuity,不连续，不连贯,,
2327,unsustainable,无法维持的，站不住脚的,,
2328,sustainable  ,可持续的，可维持的,,
2329,sustainability  ,可持续,,
2330,symmetry,对称,,
2331,expansionist,扩张主义的，主张对外扩张的,,
2332,customary,按照惯例的，惯常的,,
2333,quantify,量化，测定……的数量，表达……的数量,,
2334,quantifiable,可量化的,,
2335,quantitative,定量的，数量的,,
2336,qualitative,质量的，定性的,,
2337,enrich,使充实,,
2338,glorification,赞美，美化，吹捧,,
2339,sparkling,极好的，炫目的,,
2340,inattention,疏忽，注意力不集中,,
2341,untested,未经检验的,,
2342,easygoing,随和的,,
2343,overextend,使负担过重，使劳累过度,,
2344,surpass,超过，超出,,
2345,timeless,永恒的,,
2346,clarity,清楚，明白，易懂,,
2347,breakthrough,突破，巨大的进步,,
2348,conservatism,保守，守旧,,
2349,quiescence,平静，静止，不活动,,
2350,unobservant,不善于观察的，观察力不敏锐的,,
2351,honorific,敬语的，尊称的,,
2352,establish,使被认可，使地位稳固，证实，证明,,
2353,established ,长期存在的，广为接受的，地位稳固的,,
2354,absorbing,吸引人的,,
2355,fruitless,没有成效的，不成功的,,
2356,constructive,建设性的，有帮助的,,
2357,amicable,和睦的，友好的,,
2358,agreeable,令人愉悦的,,
2359,rankle,激怒，使恼火,,
2360,appease,安抚，平息，对……做出让步,,
2361,overestimate,高估,,
2362,decisive,决定性的，起决定作用的，果断的，坚决的,,
2363,codify,将编集成典，编纂,,
2364,realism,务实，现实，真实，写实，现实主义，现实主义风格,,
2365,underrate,低估,,
2366,delightful,令人愉快的，宜人的,,
2367,universality,普遍，普适,,
2368,informative,提供有用信息的，增进知识的,,
2369,sequential,按顺序的,,
2370,secondhand,来自他人的，道听途说的,,
2371,monger,煽动……的人,,
2372,platitudinous,陈词滥调的,,
2373,intoxication,沉醉，沉迷,,
2374,tractable,听话的，容易处理的,,
2375,validate,证实，验证，证明……合理,,
2376,invalidate,否定，反驳,,
2377,validity,正确，可信,,
2378,underestimate,低估,,
2379,evidentiary,证据的，关于证据的,,
2380,warmhearted,热心的，善良的,,
2381,meld,混合,,
2382,dovish,鸽派的，爱好和平的,,
2383,trepidation,害怕，不安，惊慌,,
2384,intrepid,勇敢的，无畏的,,
2385,immediacy,直接，临近，身临其境,,
2386,formality,正式，遵守规范，遵守礼节,,
2387,ongoing,正在持续的，进行中的,,
2388,regularity,有规律,,
2389,misuse,误用，滥用,,
2390,fraudulent,欺诈的，欺骗的,,
2391,pervasive,普遍的，遍布的,,
2392,uncontrollable,无法控制的，控制不住的,,
2393,random,随机的，随意的,,
2394,endangered,濒危的,,
2395,ambitious,有雄心壮志的，有野心的，雄心勃勃的，宏伟的,,
2396,cowardice,懦弱，胆小,,
2397,measured,克制的，深思熟虑的,,
2398,conditional,有条件的，视条件而定的,,
2399,isolationism,孤立主义,,
2400,long-winded,冗长乏味的，没完没了的,,
2401,blameless,没有过错的，无可指责的,,
2402,celebrated,著名的，闻名的,,
2403,dilemma,困境，进退两难,,
2404,quash,制止，平息,,
2405,oppressive,压迫的，欺压的,,
2406,pessimism,悲观,,
2407,politic,明智的,,
2408,disprove,证明……是错的,,
2409,unease,不安,,
2410,commitment,执着，努力，投入，承诺,,
2411,committed ,执着的，坚定的，投入的,,
2412,conclusive,有说服力的，决定性的,,
2413,inconclusive,非决定性的，没有定论的,,
2414,mystify,使显得神秘，使费解,,
2415,manipulation,操作，掌控，操纵，影响,,
2416,definitive,决定性的，确定的，最权威的,,
2417,naturalism,自然主义，真实地反映现实,,
2418,oversell,吹嘘，吹捧,,
2419,opulence,豪华，奢侈，富有,,
2420,variance,区别，差异，不一致,,
2421,cagey,守口如瓶的，讳莫如深的,,
2422,repetitious,重复的，毫无新意的,,
2423,rote,死记硬背的，通过反复重复来学习的,,
2424,worsen,恶化,,
2425,reinvent,改头换面，彻底改变,,
2426,impair,削弱，破坏,,
2427,wastrel,败家子，浪荡子,,
2428,curative,治疗的，有治疗效果的,,
2429,analgesic,镇痛的，止痛的,,
2430,apprehension,担忧，忧虑，焦虑,,
2431,apprehensive,担心的，忧虑的,,
2432,misapprehend,误解，误会,,
2433,outmoded,过时的,,
2434,exposition,详细阐述，详细解释,,
2435,cite,引用……作为理由，引证,,
2436,overload,使超载，过量，过多，过载,,
2437,uncontested,无争议的无人反对的,,
2438,diligence,勤勉，一丝不苟,,
2439,pathos,感染力，让人伤感的力量,,
2440,tendentious,偏袒的，带有倾向性的,,
2441,willingness,乐意，愿意,,
2442,diversify,变多样，使变多样，使变不同，扩大经营范围，增加产品种类,,
2443,diversity,不同，多样，多样性,,
2444,nonchalant,冷静的，冷淡的，若无其事的,,
2445,devotion,热爱，忠诚，热忱,,
2446,predetermine,预先决定，事先安排,,
2447,alarmist,危言耸听的,,
2448,integrate,整合，联合，组合,,
2449,accepted,普遍接受的，普遍认可的,,
2450,ritualize,使仪式化，使程式化,,
2451,narrative,记叙，叙述，故事，记叙的，叙事的,,
2452,durability,持久，耐用，耐久，持久性,,
2453,unrealistic,不现实的，不切实际的,,
2454,confound,使困惑，使不解,,
2455,confounding,令人困惑的,,
2456,suppress,压制，抑制，限制,,
2457,contradict,反驳，与……相矛盾，与……不符,,
2458,contrary,相反情况，相反的，逆向的,,
2459,guardian,保护者，守卫者，保卫者,,
2460,successor,继承者，继承人替代物,,
2461,gadfly,讨人厌的人,,
2462,reliant,依靠的，依赖的,,
2463,preside,掌管，领导，负责,,
2464,deflate,减轻，减弱,,
2465,applaud,称赞，赞赏，反驳，贬低,,
2466,imitable,可模仿的，值得模仿的,,
2467,ape,模仿,,
2468,envision,想象，设想,,
2469,convoluted,错综复杂的,,
2470,convolution,复杂的事物，难懂的事物,,
2471,dampen,减轻，减弱,,
2472,disparage,贬低，轻视,,
2473,mishandle,处理不当,,
2474,irreverent,不敬的,,
2475,correlate,与……存在相关性，与……互相关联,,
2476,dilettante,粗浅的爱好者，浅尝辄止的人,,
2477,constitute,组成，构成，是，等同于，相当于,,
2478,exorbitant,过高的，高得离谱的,,
2479,perspicacity,富有洞察力，睿智，精辟,,
2480,rile,激怒，使恼火,,
2481,serviceable,可供使用的,,
2482,unperturbed,镇定的，不受扰乱的,,
2483,protocol,【计算机】通信协议,,
2484,disinformation,虚假信息，欺骗性的信息,,
2485,egotism,自负，自大,,
2486,profligacy,挥霍，浪费,,
2487,unconscionable,错误的，不合理的,,
2488,contain,限制，遏制,,
2489,deaden,减弱,,
2490,untoward,不得体的，不合时宜的,,
2491,fathom,理解,,
2492,ascent,提高，上升,,
2493,qualm,顾虑，不安,,
2494,expatriate,移居国外,,
2495,scornful,蔑视的，嘲笑的,,
2496,epitome,典型代表，典范,,
2497,good-natured,善良的，友好的,,
2498,commercialism,过分重视利润，唯利是图,,
2499,emotive,激起强烈感情的，激动人心的,,
2500,incidental,次要的，附带的,,
2501,breeding ground,滋生地，温床,,
2502,evince,显示，表明,,
2503,aggression,攻击性的态度或行为,,
2504,extravagant,奢侈的,,
2505,uniformity,一致,,
2506,uniformly ,均匀的，相同的，不变的,,
2507,sage,智者，贤人，哲人,,
2508,certitude,确信，确定，坚信,,
2509,indulgence,沉迷，沉溺,,
2510,apologist,辩护者，为……辩护的人,,
2511,amend,修订,,
2512,escapist,逃避现实的,,
2513,morph,变化，使发生变化,,
2514,outdo,胜过，超过，比……更成功,,
2515,belligerence,好斗，好战,,
2516,addiction,瘾，沉迷,,
2517,demonize,妖魔化,,
2518,obsess,使痴迷，使过分关注,,
2519,localized,本地化，使局限于某处,,
2520,unsettle,使不安,,
2521,demographic,人口学的,,
2522,rife,普遍的，盛行的,,
2523,atrocious,极为恶劣的，极为糟糕的,,
2524,soft-pedal,谈话，轻描淡写,,
2525,prioritize,优先处理,,
2526,archive,档案馆，档案室，归档，存档,,
2527,predator,天敌，捕食者,,
2528,prey,猎物，被捕食者,,
2529,comparable,相似的，类似的,,
2530,absolve,免除……的责任，宣布……无罪,,
2531,verbal,语言的,,
2532,abased,谦卑的，卑躬屈膝的,,
2533,buttress,支持，证实，加强,,
2534,comforting,令人宽慰的,,
2535,disturbing,令人担忧的,,
2536,tragic,悲剧性的，悲惨的，不幸的,,
2537,signify,表明，说明,,
2538,solidify,强化，加强,,
2539,solitude,独处,,
2540,compact,紧凑的，密集的,,
2541,frustrate,挫败，阻止,,
2542,frustrating,令人懊恼的，令人沮丧的，令人产生挫败感的,,
2543,frustration ,懊恼，沮丧，挫败感,,
2544,synopsis,剧情梗概,,
2545,profitable,赚钱的，盈利的,,
2546,concentration,浓度,,
2547,acute,严重的，剧烈的，急性的,,
2548,realm,领域，范围,,
2549,advent,出现，到来,,
2550,in the midst of,在……之中,,
2551,albeit,尽管，即使,,
2552,triumph,巨大的胜利，巨大的成就,,
2553,liken,把……比作,,
2554,scruple,迟疑，犹豫,,
2555,might,力量，能力,,
2556,crust,地壳,,
2557,romanticize,把……想象地过于理想，过分浪漫地看待,,
2558,pagan,非基督教的信徒，多神教的信徒,,
2559,advent,出现，到来,,
2560,per se,自身，本身,,
2561,tier,阶层，等级,,
2562,forthright,直率的，直截了当的,,
2563,impinge,对……带来负面影响，对……不利,,
2564,nucleus,核心，中心,,
2565,emancipate,解放，使不受束缚,,
2566,seizure,夺取，占领,,
2567,arid,干旱的，干燥的,,
2568,splinter,分裂，使分裂,,
2569,sediment,沉积物，沉淀物,,
2570,prerogative,特权，独有的权利,,
2571,utterly,完全地，彻底地,,
2572,jurisdiction,司法权，审判权，裁判权,,
2573,metaphysical,形而上学的，纯哲学的,,
2574,trade,行业，工作,,
2575,depose,罢免，废黜,,
2576,secular,世俗的，非宗教的,,
2577,indigenous,当地的，本地的，土生土长的,,
2578,meritorious,值得称赞的,,
2579,chunk,厚片，大块,,
2580,harness,利用,,
2581,manumit,解放,,
2582,rustic,乡村的，农村的,,
2583,propound,提出供考虑或讨论,,
2584,inextricable,密不可分的，无法分开的,,
2585,resort,旅游胜地，度假胜地，办法，手段，借助，诉诸于,,
2586,circulation,流传，传播，发行量,,
2587,expenditure,花费，支出，消耗,,
2588,verse,诗歌，韵文,,
2589,deduction,演绎，推理,,
2590,taxon,分类单元,,
2591,pithy,简练的，简洁而有力的,,
2592,confine,限制，使局限于……,,
2593,stilted,不自然的，别扭的,,
2594,onset,开始，起始,,
2595,thermal,热的，热量的，热能的,,
2596,intelligentsia,知识分子阶层，知识界,,
2597,conglomerate,混合物，聚合物,,
2598,fauna,动物群,,
2599,marshal,排列，安排，整理,,
2600,oscillate,震荡，摆动,,
2601,locus,地点，所在地，中心,,
2602,loyalist,亲英分子，反对独立者，殖民主义者,,
2603,subdue,镇压，制服,,
2604,ramify,形成分支，分叉,,
2605,expound,详细阐述，详细说明,,
2606,recapitulation,扼要重述，概括,,
2607,corporeal,身体的，肉体的,,
2608,clergy,神职人员,,
2609,protagonist,主人公,,
2610,influx,流入，注入，涌进,,
2611,canopy,树冠层,,
2612,canonize,把……的作品奉为经典,,
2613,invoke,援引，引用……作为理由,,
2614,decadent,堕落的，颓废的，衰落的,,
2615,counterpoint,对比法,,
2616,lofty,高傲的，傲慢的，巍峨的，高耸的,,
2617,departure,背离，违反，违背,,
2618,anesthetize,使麻醉,,
2619,quaint,古朴而别致的，古色古香的,,
2620,disgruntle,使不满，使不高兴,,
2621,aristocracy,贵族，贵族阶级,,
2622,threshold,阈值，能产生效果的最小值,,
2623,plight,困境，苦境,,
2624,inadvertent,无意的,,
2625,flourish,茁壮成长，兴旺，兴盛，繁荣发展,,
2626,hitherto,到目前为止，迄今,,
2627,solitude,单独，独处，独居,,
2628,niche,生态位，物种在生态环境中占据的地位,,
2629,complexion,样子，面貌，性质,,
2630,tectonic,地壳构造的,,
2631,ruthless,无情的，残忍的,,
2632,intact,完好无损的,,
2633,velocity,【物理】速度，速率,,
2634,remnant,剩余物，残余物,,
2635,regime,政权,,
2636,poach,偷猎，偷捕,,
2637,recalcitrant,难处理的，难对付的,,
2638,status quo,现状,,
2639,bisect,把…对半分，把…二等分,,
2640,deride,嘲笑，取笑,,
2641,derisive,嘲笑的，鄙视的，讥讽的,,
2642,configuration,布局，结构，构造,,
2643,clutch,一窝蛋,,
2644,oeuvre,全部作品,,
2645,edible,可以吃的，可食用的,,
2646,satiated,饱足的，厌腻的,,
2647,coalition,结合，联合,,
2648,missionary,传教士,,
2649,hue,色调，颜色,,
2650,sympathetic,同意的，支持的,,
2651,ferocious,凶恶的，凶猛的，残忍的,,
2652,amid,在…中间，在…之中,,
2653,siphon,吸出，抽出,,
2654,cannibalism,同类相食，人吃人,,
2655,slight,怠慢，冷落，没有给与足够的尊敬,,
2656,indefensible,站不住脚的,,
2657,relegation,降级，使地位下降,,
2658,enfranchisement,给予投票权,,
2659,pious,虔诚的,,
2660,archipelago,群岛，列岛,,
2661,decimate,大批杀死，大量毁灭,,
2662,solution,溶液,,
2663,encroachment,侵占，侵犯，侵害,,
2664,irreproachable,无可指责的，无懈可击的,,
2665,culminate,最终导致，以……告终,,
2666,friction,摩擦，摩擦力,,
2667,insulation,隔热，保温,,
2668,presumptuous,冒昧的，放肆的,,
2669,brusque,态度生硬的，用词简短而无礼的,,
2670,inversion,颠倒，倒转,,
2671,assortment,各种各样,,
2672,thorny,麻烦的，棘手的，困难的,,
2673,stark,毫无装饰的，荒凉的，极为明显的，赤裸裸的,,
2674,reclamation,回收，重新利用,,
2675,affiliation,联系，从属关系,,
